carnet,final
9311643,21
200121049,23
200310734,21
200317403,-1
200721587,0
200817501,21
200915898,17
201013489,15
201112086,12
201210566,23
201210622,16
201210693,18
201210836,19
201222400,23
201310604,24
201310605,14
201318128,14
201400457,21
201400473,18
201400501,29
201400632,18
201400656,18
201400760,19
201400799,17
201408063,19
