Carnet,Final
201220380,13
201400458,8
201407914,19
201400435,19
201310602,13
200717835,25
201210858,11
201400537,20
200915940,0
201321745,17
201400756,6
201407943,11
200680047,20
201400449,19
201407959,13
201013409,-1
201400680,18
201400788,13
201400651,15
201210748,19
201310569,20
201400508,16
201310640,23
201321747,17
201400441,10
200918354,6
201210909,9
201400785,11
201407988,10
201210670,12
201315397,14
201110186,20
201400634,19
201400438,16
201310709,14
201400523,21
201318180,8
201400691,20
201400440,15
201400470,19
201407927,15
201310710,16
201407970,20
201210540,11
201318161,25
201400673,14
201310538,16
201119229,17
201400528,17
201400373,23
201400385,13
201013480,0
200942698,17
201112052,11
201400463,19
201322103,18
201400584,15
200830845,0
201318227,16
201400397,22
201321741,12
200910790,13
201321746,11
201013758,15
201400580,23
201400499,20
201400497,21
201407984,14
201210405,11
201400654,26
201210758,14
201400535,20
201318304,19
201321733,23
201400552,9
201413001,13
201310644,15
201117060,13
201400364,17
201400683,15
201400468,19
201318281,11
201025011,13
201400708,20
201214921,19
201400384,21
201310706,7
201318267,24
201400389,15
201407955,20
201400541,21
201310715,10
201413715,26
201210764,13
201400366,18
201400661,19
200918238,3
201400383,19
201400562,10
201318467,17
201400606,18
201318322,19
201318166,21
201408038,14
201310629,14
201210639,14
201400685,19
201112330,16
201400557,26
201310691,8
