Carnet;Final
200916276;24
201117060;23
201210540;22
201220324;19
201318186;28
201321726;27
201321802;20
201321804;24
201322312;23
201400427;22
201400460;22
201400525;16
201407923;10
201407980;13
201407992;17
201408087;22
201501353;22
201502826;24
201502884;17
201502927;21
201503267;19
201513483;7
