CARNET,EXAMEN FINAL 
201210568,0
201400484,11
201403099,14
201403441,16
201408328,0
201443993,17
201502870,23
201502890,9
201502926,18
201502970,22
201503038,18
201503125,16
201503170,14
201503269,16
201503279,11
201503296,16
201503316,22
201513255,12
201513260,12
201513314,17
201513420,12
201513581,13
