CARNET,FINAL
9710671,-2
200611665,12
200722625,10
200810452,15
200817684,-2
200918354,5
201013411,14
201013443,10
201013608,4
201112048,11
201112128,9
201112197,-2
201210748,12
201215313,14
201400484,18
201400549,13
201400604,19
201400619,9
201400631,17
201400689,13
201403441,14
201502813,17
201502831,20
201502870,20
201502926,18
201502970,23
201503008,20
201503038,17
201503120,17
201503170,19
201503296,11
201503316,25
